day,hour_of_day,outdoor_temp_c,setpoint_c,humidity_pct,occupancy,refrigerant,load_kw,dew_point_c,evap_temp_c,frost_limited,cond_temp_c,critical_point_exceeded,cop,compressor_work_kwh
186,22,25.11,20.6,82.3,3,R32,1.6684,17.47,17.47,True,41.3,False,6.1,0.2735
186,23,23.28,23.1,82.7,1,R32,0.1979,19.99,20.27,False,25.13,False,8.0,0.0247
186,0,23.28,24.5,61.1,4,R32,0.6,16.51,15.93,False,28.9,False,8.0,0.075
186,1,22.07,23.4,79.1,3,R32,0.45,19.57,16.97,False,26.29,False,8.0,0.0562
186,2,22.13,23.8,63.6,1,R32,0.15,16.48,21.66,False,23.53,False,8.0,0.0187
186,3,22.95,24.2,58.5,3,R32,0.45,15.55,17.77,False,27.17,False,8.0,0.0562
186,4,22.24,26.0,44.5,2,R32,0.3,12.97,21.71,False,25.05,False,8.0,0.0375
186,5,22.77,25.8,43.9,4,R32,0.6,12.58,17.23,False,28.39,False,8.0,0.075
187,22,25.58,24.6,30.1,3,R32,0.7156,5.91,14.38,False,32.29,False,8.0,0.0894
187,23,23.87,22.8,64.7,4,R32,0.8883,15.8,10.11,False,32.44,False,6.344,0.14
187,0,22.71,23.4,51.1,2,R32,0.3,12.71,19.11,False,25.52,False,8.0,0.0375
187,1,22.5,20.5,46.4,4,R32,1.1387,8.6,4.23,False,34.02,False,4.656,0.2446
187,2,21.47,22.4,51.3,1,R32,0.15,11.85,20.26,False,22.87,False,8.0,0.0187
187,3,22.01,24.0,50.9,4,R32,0.6,13.21,15.43,False,27.63,False,8.0,0.075
187,4,21.64,23.3,58.7,3,R32,0.45,14.76,16.87,False,25.86,False,8.0,0.0562
187,5,22.05,22.4,44.5,4,R32,0.6,9.71,13.83,False,27.68,False,8.0,0.075
188,22,24.24,22.7,62.3,2,R32,0.7164,15.12,12.47,False,30.99,False,7.711,0.0929
188,23,22.81,21.7,65.2,1,R32,0.4498,14.88,15.27,False,27.03,False,8.0,0.0562
188,0,23.63,23.1,75.9,1,R32,0.2943,18.61,18.9,False,26.39,False,8.0,0.0368
188,1,23.15,24.5,67.0,4,R32,0.6,17.97,15.93,False,28.77,False,8.0,0.075
188,2,21.99,26.0,54.8,3,R32,0.45,16.2,19.57,False,26.21,False,8.0,0.0562
188,3,21.55,24.1,36.3,2,R32,0.3,8.21,19.81,False,24.36,False,8.0,0.0375
188,4,21.79,22.6,60.4,3,R32,0.45,14.54,16.17,False,26.01,False,8.0,0.0562
188,5,21.19,24.1,42.1,1,R32,0.15,10.42,21.96,False,22.59,False,8.0,0.0187
189,22,25.35,21.3,45.8,3,R32,1.5425,9.14,9.14,True,41.11,False,4.415,0.3494
189,23,23.65,22.6,37.3,2,R32,0.5828,7.28,14.27,False,29.11,False,8.0,0.0729
189,0,22.59,24.2,55.9,1,R32,0.15,14.84,22.06,False,24.0,False,8.0,0.0187
189,1,21.16,24.2,71.8,1,R32,0.15,18.79,22.06,False,22.57,False,8.0,0.0187
189,2,21.25,20.9,53.4,3,R32,0.5454,11.07,13.11,False,26.37,False,8.0,0.0682
189,3,21.42,22.2,45.7,1,R32,0.15,9.93,20.06,False,22.82,False,8.0,0.0187
189,4,20.84,20.5,51.1,1,R32,0.2408,10.04,17.06,False,23.09,False,8.0,0.0301
189,5,21.21,23.1,41.0,1,R32,0.15,9.12,20.96,False,22.62,False,8.0,0.0187
190,22,24.51,23.0,56.8,3,R32,0.8582,13.97,10.74,False,32.77,False,6.443,0.1332
190,23,23.53,23.9,52.4,4,R32,0.6,13.56,15.33,False,29.15,False,8.0,0.075
190,0,22.75,23.6,55.5,4,R32,0.6,14.17,15.03,False,28.37,False,8.0,0.075
190,1,22.5,25.0,63.5,3,R32,0.45,17.59,18.57,False,26.72,False,8.0,0.0562
190,2,20.72,22.0,48.1,1,R32,0.15,10.51,19.86,False,22.13,False,8.0,0.0187
190,3,21.29,23.4,60.4,4,R32,0.6,15.29,14.83,False,26.92,False,8.0,0.075
190,4,20.89,24.6,57.3,2,R32,0.3,15.6,20.31,False,23.7,False,8.0,0.0375
190,5,22.36,22.5,46.0,2,R32,0.3,10.3,18.21,False,25.17,False,8.0,0.0375
191,22,24.46,22.7,64.0,3,R32,0.9265,15.54,9.46,False,33.5,False,5.879,0.1576
191,23,23.53,24.3,72.4,2,R32,0.3,19.01,20.01,False,26.34,False,8.0,0.0375
191,0,22.27,20.4,56.4,3,R32,0.9561,11.43,6.74,False,31.66,False,5.616,0.1703
191,1,21.0,24.2,44.8,3,R32,0.45,11.44,17.77,False,25.22,False,8.0,0.0562
191,2,21.17,20.0,53.9,2,R32,0.6153,10.38,11.21,False,26.94,False,8.0,0.0769
191,3,20.84,23.9,50.7,1,R32,0.15,13.05,21.76,False,22.25,False,8.0,0.0187
191,4,20.41,22.2,41.2,4,R32,0.6,8.39,13.63,False,26.03,False,8.0,0.075
191,5,21.66,22.9,55.8,2,R32,0.3,13.6,18.61,False,24.47,False,8.0,0.0375
192,22,23.62,20.2,53.5,2,R32,1.2241,10.45,2.71,False,36.31,False,4.106,0.2981
192,23,23.21,23.7,42.2,2,R32,0.3,10.09,19.41,False,26.02,False,8.0,0.0375
192,0,22.44,23.3,45.6,4,R32,0.6,10.89,14.73,False,28.06,False,8.0,0.075
192,1,20.53,26.0,55.5,2,R32,0.3,16.4,21.71,False,23.34,False,8.0,0.0375
192,2,20.65,23.3,44.0,3,R32,0.45,10.36,16.87,False,24.87,False,8.0,0.0562
192,3,21.74,21.5,67.1,1,R32,0.2138,15.13,18.45,False,23.74,False,8.0,0.0267
192,4,20.73,25.2,44.3,3,R32,0.45,12.18,18.77,False,24.95,False,8.0,0.0562
192,5,20.45,20.0,50.5,3,R32,0.5726,9.4,11.82,False,25.82,False,8.0,0.0716
193,22,24.07,22.2,56.8,1,R32,0.6547,13.22,12.85,False,30.21,False,8.0,0.0818
193,23,23.52,24.0,55.9,4,R32,0.6,14.65,15.43,False,29.15,False,8.0,0.075
193,0,22.09,25.1,63.7,3,R32,0.45,17.73,18.67,False,26.31,False,8.0,0.0562
193,1,21.27,22.1,56.7,1,R32,0.15,13.1,19.96,False,22.67,False,8.0,0.0187
193,2,20.91,22.2,48.8,2,R32,0.3,10.91,17.91,False,23.72,False,8.0,0.0375
193,3,19.84,22.1,43.3,2,R32,0.3,9.03,17.81,False,22.65,False,8.0,0.0375
193,4,20.49,20.0,70.8,4,R32,0.7319,14.54,9.54,False,27.36,False,7.935,0.0922
193,5,21.33,22.4,52.8,4,R32,0.6,12.29,13.83,False,26.96,False,8.0,0.075
194,22,25.22,23.8,42.3,1,R32,0.5326,10.22,16.19,False,30.21,False,8.0,0.0666
194,23,22.77,22.9,45.9,3,R32,0.45,10.63,16.47,False,26.99,False,8.0,0.0562
194,0,21.41,23.3,74.0,3,R32,0.45,18.4,16.87,False,25.63,False,8.0,0.0562
194,1,20.91,25.4,64.9,4,R32,0.6,18.32,16.83,False,26.54,False,8.0,0.075
194,2,20.24,20.7,64.8,3,R32,0.45,13.83,14.27,False,24.46,False,8.0,0.0562
194,3,20.68,22.6,38.7,1,R32,0.15,7.82,20.46,False,22.09,False,8.0,0.0187
194,4,20.27,22.0,36.7,2,R32,0.3,6.51,17.71,False,23.08,False,8.0,0.0375
194,5,20.79,23.2,52.2,1,R32,0.15,12.85,21.06,False,22.2,False,8.0,0.0187
195,22,23.02,26.0,70.0,3,R32,0.45,20.1,19.57,False,27.24,False,8.0,0.0562
195,23,22.32,22.3,52.5,4,R32,0.6066,12.11,13.63,False,28.01,False,8.0,0.0758
195,0,21.36,23.7,50.6,2,R32,0.3,12.84,19.41,False,24.17,False,8.0,0.0375
195,1,20.44,23.4,69.7,4,R32,0.6,17.55,14.83,False,26.07,False,8.0,0.075
195,2,19.66,24.1,70.5,2,R32,0.3,18.4,19.81,False,22.47,False,8.0,0.0375
195,3,21.84,23.5,61.3,3,R32,0.45,15.62,17.07,False,26.06,False,8.0,0.0562
195,4,21.13,21.4,62.3,4,R32,0.6,13.89,12.83,False,26.76,False,8.0,0.075
195,5,19.71,23.9,61.8,4,R32,0.6,16.12,15.33,False,25.34,False,8.0,0.075
196,22,24.48,23.9,74.4,3,R32,0.6065,19.07,15.24,False,30.17,False,8.0,0.0758
196,23,22.91,24.9,35.8,2,R32,0.3,8.71,20.61,False,25.72,False,8.0,0.0375
196,0,21.98,20.4,46.8,1,R32,0.5769,8.64,12.16,False,27.39,False,8.0,0.0721
196,1,21.66,24.6,51.5,1,R32,0.15,13.94,22.46,False,23.07,False,8.0,0.0187
196,2,20.38,24.1,63.4,4,R32,0.6,16.71,15.53,False,26.0,False,8.0,0.075
196,3,20.32,20.0,54.0,2,R32,0.3877,10.4,14.46,False,23.96,False,8.0,0.0485
196,4,20.5,23.4,45.1,2,R32,0.3,10.82,19.11,False,23.31,False,8.0,0.0375
196,5,20.73,22.7,35.6,4,R32,0.6,6.69,14.13,False,26.35,False,8.0,0.075
197,22,23.57,24.9,45.3,2,R32,0.3,12.25,20.61,False,26.38,False,8.0,0.0375
197,23,22.64,23.1,50.9,2,R32,0.3,12.38,18.81,False,25.45,False,8.0,0.0375
197,0,21.38,25.1,43.2,4,R32,0.6,11.71,16.53,False,27.01,False,8.0,0.075
197,1,20.42,21.7,61.7,1,R32,0.15,14.02,19.56,False,21.83,False,8.0,0.0187
197,2,20.84,23.3,57.4,1,R32,0.15,14.41,21.16,False,22.25,False,8.0,0.0187
197,3,20.02,25.4,49.9,3,R32,0.45,14.19,18.97,False,24.24,False,8.0,0.0562
197,4,19.23,22.0,33.2,3,R32,0.45,5.06,15.57,False,23.45,False,8.0,0.0562
197,5,21.02,22.4,49.9,2,R32,0.3,11.43,18.11,False,23.83,False,8.0,0.0375
198,22,23.13,22.3,48.8,1,R32,0.3751,11.0,16.94,False,26.65,False,8.0,0.0469
198,23,21.91,26.0,74.7,4,R32,0.6,21.16,17.43,False,27.53,False,8.0,0.075
198,0,21.62,22.5,46.1,4,R32,0.6,10.33,13.93,False,27.24,False,8.0,0.075
198,1,20.36,24.9,60.1,2,R32,0.3,16.63,20.61,False,23.17,False,8.0,0.0375
198,2,19.86,25.5,51.7,1,R32,0.15,14.83,23.36,False,21.27,False,8.0,0.0187
198,3,18.57,20.7,63.1,4,R32,0.6,13.43,12.13,False,24.19,False,8.0,0.075
198,4,20.31,23.5,70.3,2,R32,0.3,17.78,19.21,False,23.12,False,8.0,0.0375
198,5,20.68,21.3,65.4,4,R32,0.6,14.55,12.73,False,26.3,False,8.0,0.075
199,22,23.44,23.2,55.7,1,R32,0.2138,13.85,20.15,False,25.44,False,8.0,0.0267
199,23,21.7,25.8,68.9,4,R32,0.6,19.65,17.23,False,27.33,False,8.0,0.075
199,0,19.77,21.1,62.7,2,R32,0.3,13.71,16.81,False,22.58,False,8.0,0.0375
199,1,20.91,23.4,70.1,2,R32,0.3,17.64,19.11,False,23.72,False,8.0,0.0375
199,2,19.27,22.9,60.2,3,R32,0.45,14.77,16.47,False,23.49,False,8.0,0.0562
199,3,20.2,24.1,64.9,2,R32,0.3,17.08,19.81,False,23.01,False,8.0,0.0375
199,4,19.61,23.8,62.9,1,R32,0.15,16.31,21.66,False,21.02,False,8.0,0.0187
199,5,19.78,24.1,49.6,3,R32,0.45,12.9,17.67,False,24.0,False,8.0,0.0562
200,22,23.84,23.0,71.2,1,R32,0.3761,17.5,17.63,False,27.36,False,8.0,0.047
200,23,21.22,24.0,35.3,2,R32,0.3,7.71,19.71,False,24.03,False,8.0,0.0375
200,0,20.88,21.1,81.1,2,R32,0.3,17.73,16.81,False,23.69,False,8.0,0.0375
200,1,19.62,22.7,68.4,3,R32,0.45,16.58,16.27,False,23.84,False,8.0,0.0562
200,2,19.86,23.2,38.1,4,R32,0.6,8.13,14.63,False,25.48,False,8.0,0.075
200,3,20.11,20.9,72.0,4,R32,0.6,15.66,12.33,False,25.73,False,8.0,0.075
200,4,19.83,21.8,44.7,2,R32,0.3,9.23,17.51,False,22.65,False,8.0,0.0375
200,5,19.35,21.7,49.4,1,R32,0.15,10.64,19.56,False,20.76,False,8.0,0.0187
201,22,22.69,23.0,36.6,4,R32,0.6,7.36,14.43,False,28.32,False,8.0,0.075
201,23,22.69,22.7,33.1,2,R32,0.3,5.63,18.41,False,25.5,False,8.0,0.0375
201,0,21.31,22.0,65.5,1,R32,0.15,15.23,19.86,False,22.72,False,8.0,0.0187
201,1,19.7,23.1,45.5,2,R32,0.3,10.68,18.81,False,22.52,False,8.0,0.0375
201,2,19.32,21.2,55.4,1,R32,0.15,11.91,19.06,False,20.73,False,8.0,0.0187
201,3,18.78,20.0,72.5,4,R32,0.6,14.9,11.43,False,24.41,False,8.0,0.075
201,4,19.56,20.0,37.5,3,R32,0.45,5.05,13.57,False,23.78,False,8.0,0.0562
201,5,19.91,23.5,66.8,3,R32,0.45,16.97,17.07,False,24.13,False,8.0,0.0562
202,22,23.48,22.1,54.3,1,R32,0.5235,12.44,14.62,False,28.39,False,8.0,0.0654
202,23,22.58,23.3,62.2,2,R32,0.3,15.66,19.01,False,25.39,False,8.0,0.0375
202,0,20.58,21.3,57.6,3,R32,0.45,12.59,14.87,False,24.8,False,8.0,0.0562
202,1,20.49,23.4,58.1,3,R32,0.45,14.69,16.97,False,24.71,False,8.0,0.0562
202,2,19.73,20.9,49.7,1,R32,0.15,9.99,18.76,False,21.13,False,8.0,0.0187
202,3,19.43,20.8,45.5,4,R32,0.6,8.59,12.23,False,25.06,False,8.0,0.075
202,4,18.69,24.6,53.1,3,R32,0.45,14.41,18.17,False,22.91,False,8.0,0.0562
202,5,19.52,22.9,47.3,1,R32,0.15,11.08,20.76,False,20.92,False,8.0,0.0187
203,22,23.6,21.9,31.4,2,R32,0.7577,4.18,11.08,False,30.78,False,7.211,0.1051
203,23,21.72,24.4,83.2,4,R32,0.6,21.36,15.83,False,27.35,False,8.0,0.075
203,0,20.75,22.1,48.6,1,R32,0.15,10.76,19.96,False,22.16,False,8.0,0.0187
203,1,20.14,22.0,64.1,3,R32,0.45,14.9,15.57,False,24.36,False,8.0,0.0562
203,2,19.3,23.0,49.2,4,R32,0.6,11.77,14.43,False,24.92,False,8.0,0.075
203,3,19.89,20.5,46.7,2,R32,0.3,8.7,16.21,False,22.71,False,8.0,0.0375
203,4,19.43,23.9,61.3,3,R32,0.45,16.0,17.47,False,23.65,False,8.0,0.0562
203,5,19.83,22.7,67.4,3,R32,0.45,16.35,16.27,False,24.05,False,8.0,0.0562
204,22,22.57,24.5,50.5,4,R32,0.6,13.55,15.93,False,28.19,False,8.0,0.075
204,23,22.86,23.2,45.9,2,R32,0.3,10.9,18.91,False,25.67,False,8.0,0.0375
204,0,21.3,20.0,74.0,1,R32,0.4998,15.22,12.86,False,25.98,False,8.0,0.0625
204,1,19.53,21.7,50.7,3,R32,0.45,11.03,15.27,False,23.75,False,8.0,0.0562
204,2,19.38,20.9,49.2,3,R32,0.45,9.84,14.47,False,23.59,False,8.0,0.0562
204,3,19.61,24.5,50.6,1,R32,0.15,13.58,22.36,False,21.02,False,8.0,0.0187
204,4,18.8,21.8,76.6,3,R32,0.45,17.5,15.37,False,23.02,False,8.0,0.0562
204,5,20.29,24.3,61.7,1,R32,0.15,16.47,22.16,False,21.7,False,8.0,0.0187
205,22,22.99,23.9,40.1,3,R32,0.45,9.51,17.47,False,27.21,False,8.0,0.0562
205,23,20.58,21.3,64.6,1,R32,0.15,14.36,19.16,False,21.98,False,8.0,0.0187
205,0,20.07,24.3,55.2,1,R32,0.15,14.74,22.16,False,21.48,False,8.0,0.0187
205,1,18.81,24.1,44.8,2,R32,0.3,11.35,19.81,False,21.63,False,8.0,0.0375
205,2,19.05,26.0,42.3,4,R32,0.6,12.2,17.43,False,24.68,False,8.0,0.075
205,3,18.77,22.1,64.4,2,R32,0.3,15.07,17.81,False,21.58,False,8.0,0.0375
205,4,18.35,26.0,48.9,4,R32,0.6,14.43,17.43,False,23.97,False,8.0,0.075
205,5,20.09,23.9,36.4,3,R32,0.45,8.08,17.47,False,24.3,False,8.0,0.0562
206,22,21.97,23.6,52.9,4,R32,0.6,13.43,15.03,False,27.6,False,8.0,0.075
206,23,21.73,24.0,62.4,1,R32,0.15,16.37,21.86,False,23.14,False,8.0,0.0187
206,0,20.95,22.9,64.2,3,R32,0.45,15.78,16.47,False,25.17,False,8.0,0.0562
206,1,19.55,22.6,34.1,4,R32,0.6,5.98,14.03,False,25.18,False,8.0,0.075
206,2,18.65,24.1,55.4,4,R32,0.6,14.61,15.53,False,24.27,False,8.0,0.075
206,3,19.27,26.0,43.7,3,R32,0.45,12.7,19.57,False,23.48,False,8.0,0.0562
206,4,18.76,23.1,40.4,3,R32,0.45,8.9,16.67,False,22.98,False,8.0,0.0562
206,5,19.52,22.5,55.2,3,R32,0.45,13.06,16.07,False,23.73,False,8.0,0.0562
207,22,22.03,23.3,38.8,4,R32,0.6,8.49,14.73,False,27.66,False,8.0,0.075
207,23,21.23,22.7,55.3,4,R32,0.6,13.27,14.13,False,26.86,False,8.0,0.075
207,0,19.96,25.3,81.3,4,R32,0.6,21.86,16.73,False,25.59,False,8.0,0.075
207,1,19.25,24.0,85.0,2,R32,0.3,21.32,19.71,False,22.07,False,8.0,0.0375
207,2,18.56,22.6,46.0,4,R32,0.6,10.39,14.03,False,24.19,False,8.0,0.075
207,3,18.95,21.3,41.0,1,R32,0.15,7.51,19.16,False,20.36,False,8.0,0.0187
207,4,18.03,24.0,60.8,3,R32,0.45,15.96,17.57,False,22.25,False,8.0,0.0562
207,5,19.2,21.7,63.3,3,R32,0.45,14.42,15.27,False,23.42,False,8.0,0.0562
208,22,21.54,22.4,65.8,4,R32,0.6,15.69,13.83,False,27.17,False,8.0,0.075
208,23,21.12,22.0,59.1,1,R32,0.15,13.64,19.86,False,22.53,False,8.0,0.0187
208,0,20.12,21.4,52.2,2,R32,0.3,11.19,17.11,False,22.93,False,8.0,0.0375
208,1,19.85,21.1,54.0,2,R32,0.3,11.43,16.81,False,22.66,False,8.0,0.0375
208,2,18.58,20.3,43.7,4,R32,0.6,7.54,11.73,False,24.2,False,8.0,0.075
208,3,18.89,24.3,63.9,3,R32,0.45,17.03,17.87,False,23.1,False,8.0,0.0562
208,4,18.98,22.3,57.5,3,R32,0.45,13.5,15.87,False,23.2,False,8.0,0.0562
208,5,19.2,24.3,58.3,2,R32,0.3,15.59,20.01,False,22.02,False,8.0,0.0375
209,22,23.43,21.5,50.9,3,R32,0.9718,10.9,7.62,False,32.99,False,5.532,0.1757
209,23,21.11,24.2,48.2,3,R32,0.45,12.56,17.77,False,25.33,False,8.0,0.0562
209,0,19.99,25.0,31.8,1,R32,0.15,7.06,22.86,False,21.39,False,8.0,0.0187
209,1,18.91,22.6,56.6,2,R32,0.3,13.54,18.31,False,21.72,False,8.0,0.0375
209,2,19.51,24.4,52.9,4,R32,0.6,14.17,15.83,False,25.14,False,8.0,0.075
209,3,18.53,23.6,48.5,2,R32,0.3,12.1,19.31,False,21.34,False,8.0,0.0375
209,4,18.58,20.6,51.7,3,R32,0.45,10.31,14.17,False,22.8,False,8.0,0.0562
209,5,19.67,21.9,51.7,1,R32,0.15,11.51,19.76,False,21.08,False,8.0,0.0187
210,22,22.06,20.8,49.1,1,R32,0.491,9.72,13.79,False,26.67,False,8.0,0.0614
210,23,19.99,22.8,31.2,1,R32,0.15,4.87,20.66,False,21.4,False,8.0,0.0187
210,0,19.92,24.1,55.5,2,R32,0.3,14.63,19.81,False,22.73,False,8.0,0.0375
210,1,17.59,24.2,64.6,4,R32,0.6,17.1,15.63,False,23.21,False,8.0,0.075
210,2,18.63,25.0,59.3,4,R32,0.6,16.51,16.43,False,24.26,False,8.0,0.075
210,3,18.05,24.4,44.1,3,R32,0.45,11.39,17.97,False,22.27,False,8.0,0.0562
210,4,18.56,21.3,48.1,3,R32,0.45,9.87,14.87,False,22.78,False,8.0,0.0562
210,5,18.58,22.3,72.9,3,R32,0.45,17.2,15.87,False,22.8,False,8.0,0.0562
211,22,21.18,22.7,55.8,2,R32,0.3,13.41,18.41,False,23.99,False,8.0,0.0375
211,23,19.68,22.6,57.3,1,R32,0.15,13.73,20.46,False,21.09,False,8.0,0.0187
211,0,19.87,23.2,48.5,1,R32,0.15,11.74,21.06,False,21.27,False,8.0,0.0187
211,1,18.67,23.2,68.6,1,R32,0.15,17.1,21.06,False,20.08,False,8.0,0.0187
211,2,18.34,23.9,54.7,4,R32,0.6,14.22,15.33,False,23.96,False,8.0,0.075
211,3,18.1,23.9,51.0,4,R32,0.6,13.14,15.33,False,23.73,False,8.0,0.075
211,4,19.81,22.2,59.5,3,R32,0.45,13.93,15.77,False,24.03,False,8.0,0.0562
211,5,19.41,23.1,51.3,4,R32,0.6,12.5,14.53,False,25.04,False,8.0,0.075
212,22,22.33,23.6,59.7,1,R32,0.15,15.3,21.46,False,23.74,False,8.0,0.0187
212,23,20.35,24.8,52.4,2,R32,0.3,14.39,20.51,False,23.17,False,8.0,0.0375
212,0,19.4,24.0,47.5,3,R32,0.45,12.15,17.57,False,23.62,False,8.0,0.0562
212,1,18.82,22.0,68.0,1,R32,0.15,15.82,19.86,False,20.23,False,8.0,0.0187
212,2,18.01,21.2,28.5,1,R32,0.15,2.2,19.06,False,19.42,False,8.0,0.0187
212,3,17.97,23.3,48.3,1,R32,0.15,11.76,21.16,False,19.38,False,8.0,0.0187
212,4,18.41,22.5,70.5,2,R32,0.3,16.86,18.21,False,21.22,False,8.0,0.0375
212,5,19.95,25.0,56.3,1,R32,0.15,15.69,22.86,False,21.36,False,8.0,0.0187
213,22,20.63,23.6,50.4,1,R32,0.15,12.69,21.46,False,22.04,False,8.0,0.0187
213,23,20.61,23.3,48.3,2,R32,0.3,11.76,19.01,False,23.42,False,8.0,0.0375
213,0,18.09,22.7,44.2,4,R32,0.6,9.88,14.13,False,23.72,False,8.0,0.075
213,1,18.86,21.7,37.6,1,R32,0.15,6.6,19.56,False,20.27,False,8.0,0.0187
213,2,17.85,24.3,55.4,4,R32,0.6,14.79,15.73,False,23.47,False,8.0,0.075
213,3,18.3,21.6,58.2,4,R32,0.6,13.03,13.03,False,23.93,False,8.0,0.075
213,4,17.23,26.0,50.3,3,R32,0.45,14.86,19.57,False,21.44,False,8.0,0.0562
213,5,18.77,24.2,69.7,3,R32,0.45,18.31,17.77,False,22.99,False,8.0,0.0562
214,22,21.76,21.0,60.4,1,R32,0.3558,13.04,15.92,False,25.1,False,8.0,0.0445
214,23,20.16,24.9,55.4,3,R32,0.45,15.35,18.47,False,24.38,False,8.0,0.0562
214,0,21.03,20.0,51.0,2,R32,0.5769,9.55,11.76,False,26.43,False,8.0,0.0721
214,1,17.52,24.6,63.3,3,R32,0.45,17.16,18.17,False,21.74,False,8.0,0.0562
214,2,17.87,22.8,92.2,2,R32,0.3,21.47,18.51,False,20.68,False,8.0,0.0375
214,3,17.72,23.3,48.6,1,R32,0.15,11.86,21.16,False,19.12,False,8.0,0.0187
214,4,18.27,24.0,78.0,1,R32,0.15,19.92,21.86,False,19.68,False,8.0,0.0187
214,5,17.24,23.9,45.1,1,R32,0.15,11.27,21.76,False,18.64,False,8.0,0.0187
215,22,23.08,22.7,68.2,3,R32,0.5531,16.53,14.8,False,28.27,False,8.0,0.0691
215,23,21.12,20.4,47.1,1,R32,0.3442,8.74,15.48,False,24.35,False,8.0,0.043
215,0,19.25,21.8,73.7,1,R32,0.15,16.89,19.66,False,20.66,False,8.0,0.0187
215,1,17.4,23.0,79.0,2,R32,0.3,19.16,18.71,False,20.21,False,8.0,0.0375
215,2,17.94,23.4,41.6,1,R32,0.15,9.61,21.26,False,19.35,False,8.0,0.0187
215,3,18.47,25.0,44.3,3,R32,0.45,12.0,18.57,False,22.69,False,8.0,0.0562
215,4,16.87,23.4,58.8,1,R32,0.15,14.88,21.26,False,18.27,False,8.0,0.0187
215,5,18.82,24.4,37.4,4,R32,0.6,8.92,15.83,False,24.45,False,8.0,0.075
216,22,20.2,25.2,40.3,4,R32,0.6,10.75,16.63,False,25.83,False,8.0,0.075
216,23,19.78,20.0,54.4,1,R32,0.15,10.52,17.86,False,21.19,False,8.0,0.0187
216,0,18.23,25.8,35.6,1,R32,0.15,9.43,23.66,False,19.63,False,8.0,0.0187
216,1,18.1,24.6,41.5,3,R32,0.45,10.65,18.17,False,22.32,False,8.0,0.0562
216,2,17.26,22.2,57.9,4,R32,0.6,13.51,13.63,False,22.88,False,8.0,0.075
216,3,17.36,21.0,52.1,4,R32,0.6,10.79,12.43,False,22.98,False,8.0,0.075
216,4,17.27,20.0,45.5,3,R32,0.45,7.86,13.57,False,21.49,False,8.0,0.0562
216,5,18.15,21.5,63.4,4,R32,0.6,14.25,12.93,False,23.78,False,8.0,0.075
217,22,20.89,22.1,47.1,1,R32,0.15,10.29,19.96,False,22.3,False,8.0,0.0187
217,23,19.6,22.6,73.0,2,R32,0.3,17.51,18.31,False,22.42,False,8.0,0.0375
217,0,18.17,24.8,60.9,3,R32,0.45,16.74,18.37,False,22.39,False,8.0,0.0562
217,1,19.25,23.5,50.8,3,R32,0.45,12.72,17.07,False,23.47,False,8.0,0.0562
217,2,16.25,25.1,63.1,1,R32,0.15,17.58,22.96,False,17.66,False,8.0,0.0187
217,3,16.62,22.6,48.6,3,R32,0.45,11.22,16.17,False,20.84,False,8.0,0.0562
217,4,16.86,22.3,53.3,2,R32,0.3,12.34,18.01,False,19.67,False,8.0,0.0375
217,5,17.18,22.3,56.3,4,R32,0.6,13.18,13.73,False,22.8,False,8.0,0.075
218,22,20.28,20.7,60.4,2,R32,0.3,12.75,16.41,False,23.09,False,8.0,0.0375
218,23,20.51,21.4,67.3,1,R32,0.15,15.09,19.26,False,21.92,False,8.0,0.0187
218,0,17.38,23.5,80.1,2,R32,0.3,19.87,19.21,False,20.19,False,8.0,0.0375
218,1,18.06,22.7,55.2,3,R32,0.45,13.25,16.27,False,22.28,False,8.0,0.0562
218,2,17.04,22.4,52.9,4,R32,0.6,12.32,13.83,False,22.67,False,8.0,0.075
218,3,15.67,23.8,50.8,4,R32,0.6,12.99,15.23,False,21.3,False,8.0,0.075
218,4,17.64,23.7,53.6,2,R32,0.3,13.72,19.41,False,20.45,False,8.0,0.0375
218,5,18.14,21.7,61.3,4,R32,0.6,13.92,13.13,False,23.76,False,8.0,0.075
219,22,21.39,21.4,70.0,1,R32,0.15,15.7,19.26,False,22.8,False,8.0,0.0187
219,23,19.89,24.3,46.9,2,R32,0.3,12.23,20.01,False,22.71,False,8.0,0.0375
219,0,18.69,23.9,66.9,1,R32,0.15,17.37,21.76,False,20.1,False,8.0,0.0187
219,1,17.0,22.2,47.4,1,R32,0.15,10.47,20.06,False,18.4,False,8.0,0.0187
219,2,18.18,23.6,43.4,2,R32,0.3,10.42,19.31,False,20.99,False,8.0,0.0375
219,3,16.82,22.0,68.0,2,R32,0.3,15.82,17.71,False,19.63,False,8.0,0.0375
219,4,19.2,23.4,44.9,3,R32,0.45,10.75,16.97,False,23.42,False,8.0,0.0562
219,5,18.76,21.6,66.4,1,R32,0.15,15.07,19.46,False,20.17,False,8.0,0.0187
220,22,20.1,24.2,55.0,4,R32,0.6,14.59,15.63,False,25.73,False,8.0,0.075
220,23,18.76,22.2,54.9,4,R32,0.6,12.7,13.63,False,24.39,False,8.0,0.075
220,0,17.99,20.4,40.2,2,R32,0.3,6.41,16.11,False,20.8,False,8.0,0.0375
220,1,17.6,22.3,72.3,1,R32,0.15,17.07,20.16,False,19.01,False,8.0,0.0187
220,2,16.93,24.2,61.4,3,R32,0.45,16.3,17.77,False,21.15,False,8.0,0.0562
220,3,17.7,23.0,88.3,4,R32,0.6,20.96,14.43,False,23.33,False,8.0,0.075
